ID,Dataset,Ground Truth
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"Like many of the children we spoke to, they risked frostbite during their dangerous traversing of mountains in Iran and Turkey."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,They claimed Iranian border guards shot at them as they crossed the frontier.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,But despite of the risks they kept going -- lured by the promises of lucrative jobs in France.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,The reality when they arrive is very different. Most of them are aged between 14 and 18 years old.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"Theoretically the French state has a duty of care for unaccompanied minors, but these teenagers must prove their age."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"Often they don't have the documents necessary to show their age, and so they are left to sleep on the streets."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"One charity, France Terre d'Asile (France: Haven) is trying to help, but it is hopelessly overwhelmed."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"The group estimates that some 6,000 foreign children arrive illegally in France each year -- most turn up in Paris expecting to be able to work to send money home to their families."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"That is, of course, illegal, so there are faced with entering the black market or surviving on handouts."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,The lucky ones may get a place in a reception center run by a charity.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,We filmed at one hostel which has just 25 beds.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"When we were there, 45 children turned up needing somewhere to sleep."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,It was cold and raining and only the youngest were admitted.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,The rest were forced to once again sleep on the streets.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"Mohammed is typical: He spent three months sleeping in a park before finally getting a hotel room provided by the French state, once he was able to prove he was 16 years old."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,He was lucky: his sister was able to fax a copy of his birth certificate.
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"But many of his friends are still sleeping outside, because they can't prove their age."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"He tells me about the frequent fights between different ethnics groups -- Tajiks beaten by Hazaras, Pashtuns clashing with Bangladeshis."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"Muggings, drug abuse and the ever present sex-trade were all daily risks for him."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"His story is a microcosm of the problems that have consumed Afghanistan for three decades: He was orphaned by war and disease -- his father was killed by the Taliban, his mother died of tuberculosis."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"His uncle physically abused him for years until finally his brother-in-law agreed to lend him $6,000 so he could buy his passage to the west, but on arriving in Paris, his dreams of a job and a new life were quickly shattered."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"Now he has begun to make a start on improving his life, learning French, and getting his first taste of the internet."
8dca7070472c35088a2dd003a0250dbdf189da06,CNN/Daily Mail,"His prospects remain bleak, but at least he has a bed to sleep in each night -- unlike so many of the other Afghan children who are surviving on the streets of Paris."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"By . Alex Gore . PUBLISHED: . 08:17 EST, 22 March 2013 . | . UPDATED: . 09:06 EST, 22 March 2013 ."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Russia has urged the world's other major emerging economies to join forces to counter Western clout.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"President Vladimir Putin, a frequently critic of Europe and the U.S., said the BRICS - Brazil, Russia, India, China and South Africa - should broaden their role and get more involved in geopolitics."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,His comments come as China's new communist leader sent a defiant signal to the U.S.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,and Europe today as he arrived in Russia with his first lady on .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,his first foreign trip as president.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Signal: President Xi Jinping and wife Peng Liyuan arrive in Moscow on the first foreign visit of his presidency .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,VIP: The visitors from China were given the red carpet treatment when they arrived in Russia today .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Important guests: Xi Jinping and his first lady arrived at Vnukovo Airport outside Moscow today .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,The visit by Xi Jinping . underlines the importance of Beijing's growing alliance with Moscow and .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,will do little to thaw the two countries' difficult relationships with . the West. Russia is the .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"world's largest energy producer and China is it biggest consumer, and ."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,together the two nations are looking to bolster a financial and geopolitical counter weight to Washington.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Mr Putin was speaking before a summit next week of the group, which also includes Brazil, India and South Africa."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,It comes amid creasing fears of growing Russian influence in Europe through its dealings with bankrupt Cyprus.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"He told news agency Itar-Tass that the BRICS members were working on joint declarations on the conflicts in Syria and Afghanistan, Iran's nuclear programme, the situation in the Middle East and other issues."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,First lady: Peng Liyuan smiled as she stepped of the plane alongside her husband earlier today .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"'We invite our partners to gradually transform BRICS from a dialogue forum that coordinates approaches to a limited number of issues into a full-scale strategic cooperation mechanism that will allow us to look for solutions to key issues of global politics together,' Putin said according to a Kremlin transcript of the interview."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"BRICS leaders are expected to use the March 26-27 meeting in Durban, South Africa to endorse plans to create a joint foreign exchange reserves pool and an infrastructure bank, senior emerging market officials said on Thursday."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Putin, who wants more for foreign investment to bolster Russia's economy, said Russia plans to announce the creation of a BRICS Business Council to promote trade and investment within the group and help launch multilateral business ."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Today's visit by Xi Jinping is also set against a backdrop of the United States' 'Asia pivot' strategy of additional focus on the region in areas such as trade, investment and military presence and alliances, which worries Beijing."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Mr Xi will meet Mr Putin later and they could preside over deals that would make Beijing Russia's top customer for oil - although they are not expected to sign a long-sought agreement on supplies of pipeline gas to China.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Just before Mr Xi's arrival with first lady Peng Liyuan, a $2 billion deal (£1.3bn) was announced by Russian and Chinese companies to develop coal resources in eastern Siberia, which underlined the countries' intentions."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Mr Putin has said he wants to 'catch the Chinese wind in our economic sail' and that desire will grow stronger if China overtakes the U.S.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,as the world's largest economy during Mr Xi's 10-year term.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Perhaps symbolically, Mr Xi's visit overshadowed a meeting Russian government leaders and the European Union's Commission also taking place in Moscow."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Guard of honour: The Chinese president is greeted by an official welcome ceremony at the airport .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Growing alliance: Today's visit by Xi Jinping underlines the importance of Beijing's relationship with Moscow .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Friendship: Mr Xi, 59, has fondly recalled how he read Russian literature in his younger days ."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"The two leaders, less than a year apart in age, echoed one another in interviews before the visit, each saying the Chinese leader's choice of Moscow as his first destination was evidence of the 'strategic partnership' between the nations."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"A smiling Mr Xi, 59, recalled that he read Russian literature in his younger days."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Mr Putin, 60, said Russian-Chinese relations were at 'the best in their centuries-long history'."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,The two U.N.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Security Council members' solidarity on important global issues has strengthened in recent years.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Landmark visit: The communist leader attended a ceremony at Moscow's Tomb of the Unknown Soldier .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"They have joined forces three times to block Western-backed measures on the conflict in Syria despite talk of grumbling in Beijing, and Russia has followed China's lead on North Korea - two issues likely to come up in Friday's talks."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"They have negotiated alongside the West on Iran's nuclear programme, but have watered down past sanctions in the Security Council and opposed new punitive measures as counterproductive."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Russia has added to Japan's woes over territorial disputes with Beijing by playing up its control of an archipelago claimed by Tokyo.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Beijing and Moscow have also stood side-by-side in rejecting Western criticism of their record on human rights.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"But the lockstep movement on the global stage has not translated into easy agreement on bilateral energy deals, underlining the limits that persist in the relationship."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"A huge business complex on the edge of Moscow, decorated with Chinese paintings and red silk armchairs, is the kind of enterprise Mr Xi wants to nurture in Russia."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"A jumble of Chinese and Russian firms, a 400-room hotel and conference venues sprawl over the 77 square mile, $350 million (£2.3m) Greenwood complex."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,It was built by a Beijing-controlled consortium with materials shipped from China.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Mr Xi's presidency is seen as a chance to put new impetus into such projects and into ties with Russia as a whole.
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Mr Putin said this week that bilateral trade had more than doubled in five years and reached $87.5 billion (£58m) in 2012 - although it is about five times smaller than Russia's with the European Union, and far smaller than China's trade with the U.S."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Overshadowed: Vladimir Putin pictured yesterday with European Commission President Jose Manuel Barroso .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,Tough talk: Russia and Europe officials have been meeting at Mr Putin's Novo-Ogaryovo residence .
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"But the rising influence of China, with its proximity to Russia's sparsely populated eastern parts and nearly 10 times more people, has also given rise in Russia to worries China may one day challenge Moscow's influence on its own territory."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Russia has created a separate ministry to channel resources to its far east, which complains of neglect and underfunding more than 20 years after the Soviet Union collapsed."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Defence analysts say Russian efforts to allocate military resources, including air defences and nuclear submarines, to its eastern coast is an effort to counter China's rising military might - even as Russia sells weapons to its neighbour."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Like their populations, their economies are uneven."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"China's gross domestic product grew 7.8 per cent last year, while Russia's growth was about 3.5 per cent and was close to stagnating in February, with 0.1 per cent year-on-year growth."
077a099336aa39ab7dde5b029d0ed2bcc6500eea,CNN/Daily Mail,"Mr Xi and Mr Putin are expected to attend a summit next week of the BRICS group of emerging market economies, another vehicle for their efforts to counter Western clout, and the Chinese leader will visit African nations Beijing is courting."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"MINNEAPOLIS, Minnesota (CNN)  -- The bodies of a 22-month-old girl and her mother have been recovered from the rubble of the I-35W bridge collapse, the Hennepin County Medical Examiner's Office said Friday."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,The remains were found Thursday.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Hana Sahal was in a car with her mother, Sadiya Sahal, 22 -- a nursing student from Somalia -- when it plunged into the Mississippi River, said Omar Jamal, a spokesman for the family."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,See photos of victims of the collapse » .
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Sadiya Sahal died of blunt-force and penetrating abdominal injuries.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Hana, the only child believed to be a casualty of the disaster, died of blunt-force head injuries, according to the county medical examiner's Web site."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Authorities informed Sahal's family Thursday that the child had died, said Jamal, director of the Somali Justice Advocacy Center."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,The family was told Friday that Sadiya Sahal's body was identified.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Funerals for both are planned for Saturday, Jamal said Friday night."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Sadiya Sahal was five months pregnant, he said."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Divers on Friday pulled more human remains from the river, but the Hennepin County sheriff's office did not specify whether the remains represented one body or more."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,The discovery of another victim would mean at least nine people were killed when the bridge fell six stories into the Mississippi during the evening rush hour on August 1.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"The medical examiner's office still listed eight victims on its Web site, however, and said that as of Friday evening, all remains found had been identified."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Other victims may still be trapped in the rubble.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Watch 'traffic cam' video of the chaos moments after the bridge collapse » .
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Federal officials investigating the disaster said Friday an aerial photo made before the bridge collapsed shows where construction equipment was placed on the structure and could help investigators determine why the bridge fell.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"""This gives us an outstanding depiction of what, in fact, was on the bridge as it relates to the loads that were provided by the construction company: the equipment, the positioning of the equipment, where the loads were."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,All of that data will be put into our ...
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"computer model,"" Mark Rosenker, chairman of the National Transportation Safety Board, said Friday."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Part of the investigation is focusing on construction work on the bridge before it fell.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Crews were using heavy equipment to resurface parts of the deck and make other repairs.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,The eight-lane bridge was down to two lanes to accommodate the work.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,See a diagram of the bridge's structure » .
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"The I-35W bridge was classified as ""structurally deficient"" by state bridge inspectors for at least 17 years."
7b5aad654ed457c271f546db8b13e1cde8d5b24c,CNN/Daily Mail,With a bright glow the fast-moving fireball was spotted just after Cpl Jason Naylor made a traffic stop.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,Transportation Secretary Mary Peters said Friday that Minnesota will receive an advance of $50 million in federal emergency relief for debris removal and other operations in preparation for reconstruction.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,The money is an advance on the $250 million Congress authorized before its August recess began.
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"Congress must pass legislation to appropriate the $250 million before it can be released, Peters said."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,"The state also received $5 million in emergency aid the morning after the disaster, and $5 million was secured by Minnesota's congressional delegation to set up alternative transportation options for motorists."
36e33dcf22fdf39f4bb2d6918e4e73c6abf1a6d9,CNN/Daily Mail,E-mail to a friend .
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"By . Jenny Hope . PUBLISHED: . 18:29 EST, 22 April 2013 . | . UPDATED: . 18:29 EST, 22 April 2013 ."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,Say sorry: Doctors are to be made to apologise for their mistakes .
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"Patients whose treatment goes wrong should get an honest explanation and possibly an apology from their doctor, the General Medical Council has said."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"Doctors must put patients’ safety, dignity and comfort first, according to a new guide."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"For the first time, it tells patients directly what they can expect from their doctors."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"It comes after the scandal at Stafford Hospital, where an inquiry found doctors did not raise the alarm when patients were forced to drink water from flower vases and were left lying in their own excrement and urine for days."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"The new guidance makes clear that patients should expect doctors to report when things go wrong, including accidents and mistakes."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"They should take 'prompt action if they think that a patient's safety, dignity or comfort is being compromised.' Niall Dickson, chief executive of the GMC, said 'It is absolutely clear that doctor must tell patients when something has gone wrong."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"'They must be open and honest with patients, and apologise where appropriate.' He said the new guidance was the first to be aimed at patients in the 150-year history of the GMC."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,But it was important in the wake of the Francis inquiry to make clear that patients' safety should come first.
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,'The Mid Staffs inquiry found some doctors did not raise concerns about serious failings in the standard of care' he said.
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,Doctors who commit serious breaches of GMC rules or persistently flout them would face disciplinary proceedings' he added.
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"Health Secretary Jeremy Hunt imposed a 'statutory duty of candour' on NHS organisations in response to the inquiry, meaning patients or their families must be informed if errors in their treatment have caused death or serious injury."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,But so far no decision has been made .
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,about whether to make individual doctors and nurses criminally . accountable for hiding errors.
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,GMC . chairman Professor Sir Peter Rubin said figures released last week .
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,showing doctors 'talking over' one in four patients as if they were not . there were unacceptable.
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"No apologies: Heather Wilhelms' husband Tom was forced to drink out of a vase during his treatment in Stafford Hospital, where he later died ."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"Statutory duty of candour: patients or their families must be informed if errors in their treatment have caused death or serious injury, says Jeremy Hunt ."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,He said 'Doctors should take a lead in ensuring good practice is embedded in day to day practice.
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"Having a quarter of patients feel they are being ignored is simply not acceptable.' Katherine Murphy, chief executive of Patients Association, said 'We firmly believe that the patient needs to be at the centre of a doctor's practice, and this guide is a useful tool to assist clinicians in achieving that goal."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"'It also provides useful information to patients about what behaviour, support and assistance they should reasonably expect from their doctor.' Dr Dan Poulter MP, Health Minister, said 'The vast majority of doctors have an excellent relationship with their patients."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,"However, the Francis report highlighted that there is much more we need to do to put patients at the heart of healthcare.' The guide for patients is based on the standards for doctors set out and apply to all 250,000 doctors on the medical register, including those from abroad working in the NHS."
41b9cf15161bbd179ccedae7ee8b110308317241,CNN/Daily Mail,The guidance is available as a booklet and online.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"By . Victoria Woollaston . PUBLISHED: . 05:09 EST, 10 May 2013 . | . UPDATED: ."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"07:13 EST, 10 May 2013 ."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"YouTube has officially launched a paid-for subscription service that will charge from 79p a month to watch videos on specialist channels, such as Comedy.TV and PGA Digital Golf."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"Individual channels can charge more for a subscription if they choose to, and the majority of UK subscriptions charge £1.49 a month."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Over 50 channels are now .
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"subscription-only, but not all paid-for channels can be subscribed to in ."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"the UK - namely Jim Henson Family TV, and National Geographic Kids."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Comedy.TV is just one of the 53 YouTube channels that will now charge you to watch videos.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"Monthly subscriptions start at 79p, although individual channels can charge more."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Each channel comes with a 14-day free trial and subscriptions can be cancelled at any time .
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,YouTube has over 1 million channels. More than 1 billion unique users visit YouTube each month.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Over 4 billion hours of video are watched each month on YouTube.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,72 hours of video are uploaded to YouTube every minute.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,70% of YouTube traffic comes from outside the US.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,YouTube is localized in 53 countries and across 61 languages.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"In 2011, YouTube had more than 1 trillion views or around 140 views for every person on Earth."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Millions of free subscriptions happen each day.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Free subscriptions allow you to connect with channels you're interested in and keep up with their activity on the site.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Rumours about the launch surfaced . earlier this week.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"The video site, owned by Google, then confirmed plans on its official blog on Friday."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"Paying customers will be able to get access to exclusive videos, TV shows and films from select specialist channels."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Paying a subscription also removes adverts on certain channels.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Each subscription comes with a 14-day free trial. You can cancel a subscription at any time.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,YouTube is also offering subscription deals to people who subscribe to more than one channel.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"For example, if you subscribe to SmartTV.com for £6.49 a month, you get access to Cars.TV, Comedy.TV, ES.TV, JusticeCentral.TV, MyDestination.TV, Pets.TV and Recipe.TV."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,YouTube revamped the site and introduced channels in December 2011.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"In October 2012, the site launched 60 partner channels, including BBC Worldwide On Earth, ITN, the Jamie Oliver Food Channel and Mixmag TV."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"Other partners include Channel 4 and Film 4, Howcast and The Onion and the site said it now has over 1 million channels."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,YouTube has said that more of these partner channels are expected to be added to the subscription list in due course.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,The extra money made from subscriptions is expected to fund new TV and film shows that will be shown exclusively online.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"Paid-for subscriptions are an alternative way for YouTube to make money, in addition to its advertising revenues."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,The new channels have helped expand YouTube’s audience to 1bn users who watch 6bn hours of video each month.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,You can already subscribe to get updates from other channels for free.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Over 50 channels have signed up to the subscription service.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"YouTube has over 1million partners including Howcast, BBC and Channel 4 and more are expected to be added the service in due course."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,Channels can use the money to show archived content or preview exclusive clips and shows .
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"Stuart Fuller, Director of Commercial Operations and Communications at NetNames, commented on the launch: 'The growing popularity of on-demand video channels such as those offered by Netflix and LoveFilm has led to many users abandoning YouTube."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,"'Google will intend to better control content that is uploaded on to YouTube through such pay models, and hence avoiding painful and costly task of taking down pirated content online."
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,'Consumers will need to start getting used to this type of online models.
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,'Subscription models are only set to become more and more common in future.' Rumours about paid-for subscriptions .
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,began in January when AdAge reported YouTube had been in touch with a .
2b5829f13eca2d5e20f4d03691ee93399fcae3b7,CNN/Daily Mail,'small group of channel producers'.
